time,yaw,accelerationX,accelerationY,accelerationZ
source
44.972,221.1875,9.05,0.61,-4.05
45.004,216.375,10.51,-1.5,-4.62
45.036,211.75,7.79,1.82,1.18
45.109,199.125,7.87,0.21,4.61
45.141,194.375,5.56,-0.97,-2.99
45.173,189.75,7.15,-1.82,-4.56
45.205,186.25,-1.75,5.26,11.11
45.237,184.3125,-1.7,-4.68,8.47
45.309,183.0625,0.68,-2.99,-1.87
45.341,183,0.37,-2.58,-2.95
45.373,182.875,0.18,-1.13,1.73
45.405,182.8125,-1.13,-2.66,-0.4
45.437,182.75,0.36,-4.24,-3.17
45.51,182.6875,-2.4,-2.22,-0.01
45.542,182.9375,-0.77,-2.06,-1.8
45.574,182.9375,0.32,-0.2,2.23
45.606,182.9375,-0.48,-2.67,-1.77
45.638,182.875,0.59,-0.07,3.76
45.67,182.9375,0.09,-2.74,-0.77
45.702,182.9375,-0.43,-4.27,-1.92
45.734,182.875,1.47,-0.36,3.6
45.766,182.9375,-0.54,0.18,5.6
45.798,182.9375,-0.95,-2.06,-4.43
45.85,183,0.4,0.95,-0.56
45.882,183,0.13,-0.87,-2.74
45.914,182.875,-2.39,0.57,-3.87
45.946,182.875,0.68,0.99,1.9
45.978,182.9375,1.06,-0.88,-4.2
46.03,182.875,8.93,0.23,-0.55
46.062,181,5.74,5.83,4.49
46.095,173.375,9.91,7.67,3.74
46.127,163.6875,15.05,8.54,2.34
46.159,154,11.73,-0.32,-2.89
46.211,139,7.24,3.68,5.76
46.243,133.5625,5.8,-1.15,-7.25
46.274,129.4375,12.05,0.07,-2.32
46.306,125.375,7.25,4.35,5.36
46.338,120.6875,7.93,1.13,-3.05
46.411,105.75,9.23,-0.2,-2.72
46.443,100.25,7.81,4.9,7.18
46.475,95.1875,7.51,4.43,5.9
46.507,90.625,6.3,-3.18,-2.19
46.539,86.1875,3.32,-0.81,-7.01
46.571,80.3125,5.66,0.79,4.3
46.602,75.9375,10.04,-0.68,-4.11
46.634,71.3125,7.48,-0.24,-4.58
46.666,66.75,7.63,-0.62,-6.03
46.698,62.5,7.53,0.26,0.06
46.73,58.25,6.2,1.17,-4.82
46.762,52.5625,2.87,1.83,-6.26
46.794,48.3125,6.97,-4.51,-2.81
46.846,41.375,5.02,-1.43,-3.35
46.878,38,6.51,1.09,0.58
46.91,34.3125,4.11,0.85,0.5
46.963,26.5625,5.51,-1.99,-3.76
46.995,22.625,9.98,0.92,-3.37
47.027,18.75,16.15,3.14,-0.67
47.059,14.75,10.75,6.2,2.45
47.091,10.4375,2.06,0.01,2.19
47.163,1.75,5.01,-1.96,-6.09
47.195,359.5,3.86,0.36,-4.34
47.227,357.3125,6.89,-0.82,-0.76
47.259,355,3.42,0.01,4.5
47.291,352.5625,5.25,0.39,-4.86
47.343,349.4375,0.6,1.13,6.23
47.375,349.125,-0.26,-3.32,-1.15
47.407,349,0.98,-1.94,-2.66
47.439,348.875,-0.28,-1,4.34
47.471,348.75,1.56,-1.81,-5
47.524,348.875,-0.76,-3.84,0.53
47.556,349,0.67,-1.15,-2.21
47.588,349,-0.27,-2.28,-0.34
47.62,349,0,-0.51,-0.6
47.652,348.9375,2.47,-2.18,-2.43
47.684,349.375,-4.63,0.93,-2.86
47.716,351.8125,-11.72,4.77,4.84
47.748,356.0625,-8.94,0.58,-2.41
47.78,0.375,-8.92,0.67,2.54
47.812,4.5625,-6.95,-0.32,-4.02
47.864,12.4375,-7.78,0.63,1.21
47.896,16.0625,-4.94,1.3,-1.76
47.928,19.6875,-6.49,3,2.99
47.96,23.375,-8.52,-1.43,-0.61
47.992,27.125,-6.81,-0.48,1.39
48.024,32.0625,-4.88,1.65,2.45
48.056,35.8125,-7.51,-0.58,1.47
48.088,39.625,-7.25,1.18,-2.62
48.12,43.625,-14.02,0.76,-1.16
48.152,46.625,-5.75,-1.02,0.96
48.204,53.8125,-6.56,3.9,-0.24
48.236,57.375,-1.84,-3.11,-1.65
48.268,60.875,-6.12,1.72,2.78
48.3,64.375,-6.38,-0.88,-1.29
48.332,67.8125,-14.28,2.07,0.59
48.384,74.8125,-3.87,-2.72,-2.26
48.416,78.1875,0.39,0.02,0.76
48.448,81.4375,-6.52,2.46,4.26
48.48,84.75,-7.93,1.11,2.15
48.512,88.1875,-1.52,1.08,3.81
48.565,94.875,-3.5,-0.76,-1.66
48.597,98.125,-4.58,3.04,1.63
48.629,101.3125,-9.7,2.11,1.86
48.661,104.5625,-2.97,-0.58,0.93
48.693,107.375,-3.56,-2.21,0.19
48.725,109.125,-0.43,-3.94,-1.78
48.757,109.4375,-1.09,-1.04,1.16
48.789,109.5625,-0.35,-3.14,1.47
48.821,109.6875,-0.43,-2.14,2.52
48.853,109.8125,-1.5,-2,-0.7
48.885,109.75,-0.66,1.15,2.73
48.917,109.4375,-1.77,-1.6,0.35
48.949,109.3125,0.18,-2.73,-2.34
48.981,109.3125,-1.4,0.49,2.29
49.013,109.3125,-1.46,1.26,3.61
49.065,106.125,7.85,-3.32,-7.28
49.097,101.625,9.7,4.36,3.57
49.15,92.5,6.57,4.18,0.74
49.182,86.375,8.93,2.17,-1.2
49.214,78.875,11.53,2.62,-6.06
49.246,67.9375,10.58,4.04,2.69
49.278,59.6875,6.14,1.25,-4.22
49.31,51.9375,11.61,1.84,-2.41
49.342,44.875,11.03,0.37,-5.69
49.374,38.1875,8.14,-3.21,-3.95
49.405,29.375,8.92,1.96,-1.62
49.438,22.8125,9.35,0.07,0.77
49.47,16.5,-2.72,0.2,0.56
49.502,10.4375,5.42,2.24,1.45
49.534,6,2.69,-0.59,0.06
49.566,3.1875,-1.11,-2.42,1.3
49.597,2.4375,-0.38,-3.66,-0.75
49.629,2.0625,-0.04,-3.86,-1.98
49.661,2,0.96,0.8,3.54
49.693,3.1875,-8.37,8.78,0.88
49.725,8.125,-7.41,3.42,4.17
49.778,20.875,-7.03,-4.89,-6.54
49.81,26.9375,-8.97,3.07,-2.72
49.842,33.25,-8.79,3.9,-1.37
49.874,39.1875,-8.33,4.94,4.66
49.906,47.0625,-3.05,-5.56,-2.68
49.938,53.8125,-8.55,-1.29,0.55
49.97,61.25,-10.13,1.7,-0.88
50.002,69.125,-7.21,2.88,2.75
50.034,76.1875,-7.07,1.82,1.81
50.067,85.375,-8.84,-5.44,-2.38
50.099,91,-10.09,0.28,0.25
50.131,96.375,-8.91,-7.91,-1.57
50.163,101.625,-11.31,-0.81,0.32
50.194,106.5,-8.35,0.77,3.45
50.247,112.1875,-9.19,-0.79,-1.64
50.279,124.5,-6.1,-2.1,-0.47
50.311,130.9375,-9.24,0.44,0.93
50.343,137.0625,-8.46,-3.12,-1.21
50.375,143.5,-4.81,0.29,-0.22
50.447,149.5625,-8.37,-2.01,-0.14
50.479,165.0625,-8.34,-2.14,-0.86
50.511,170.375,-7.65,-1.86,-3.22
50.543,175.125,-1.94,-4.86,-1.69
50.575,180.125,-6.59,-2.31,1.03
50.607,184.5,-3.3,6,4.04
50.639,190.3125,-1.95,-3.74,-0.23
50.671,194.0625,-6.31,-0.07,1.74
50.703,197.8125,-2.04,-1.18,1.89
50.735,201.75,-3.79,-0.86,1.54
50.808,205.75,-4.31,-1.63,-2.17
50.84,216.8125,-4.71,-0.59,-1.01
50.872,220.8125,-5.46,-0.98,-1.97
50.904,224.75,-5.23,-2.77,-0.49
50.936,228.625,-4.81,-0.59,0.65
50.968,232.6875,-1.27,-1.78,4.25
51,234.5625,0.93,-1.09,1.17
51.032,235.5625,-5.45,-2.13,-0.31
51.064,236.125,0.53,-3.77,-1.54
51.096,236.3125,-1.06,-2.87,0.75
51.148,236.5,-2.31,-4.38,-5.78
51.18,236.1875,0,-1.5,0.47
51.212,236.3125,-0.78,-1.71,5.97
51.244,236.125,-1.7,-2.04,4.83
51.276,236.0625,-2.53,-2.8,3.06
51.348,236.0625,0.31,-3.28,-1.94
51.38,235.75,0.87,-1.71,-2.87
51.412,235.6875,-1.19,-1.33,2.77
51.444,235.8125,-0.58,-3.06,-3.58
51.476,235.875,-0.9,-0.66,6.62
51.529,236.0625,-0.02,-5.19,-0.77
51.561,236.25,1.23,-1.38,-2.18
51.593,236.25,-1.26,-2.5,2.01
51.625,236.3125,0.73,-1.1,-3.64
51.657,236.375,0.92,-0.66,-1.99
51.709,236.4375,2.79,-5.16,-7.61
51.741,236.5625,-0.4,-3.28,-1.05
51.773,236.5,0.29,-1.58,-0.04
51.805,236.375,0.38,-1.7,-0.73
51.837,236.25,-1,-1.01,2.12
51.91,236.1875,-0.66,-0.58,4.3
51.942,236.125,1.28,-3.22,-5.54
51.974,236.125,-0.53,0.3,6.38
52.006,236.0625,0.58,-2.05,-7.31
52.038,236.0625,1.97,-0.06,-7.69
52.11,233.375,9.74,3.58,4.03
52.142,223.8125,6,2.44,4.32
52.174,219.9375,8.18,-0.14,-4.16
52.206,216.1875,5.64,1.66,3.28
52.238,212.5,9,0.85,-4.21
52.311,202.625,8.26,1.31,2.18
52.343,199,6.16,-0.35,-4.43
52.375,195.375,6.28,0.31,-3.59
52.407,191.8125,5.86,0.13,1.88
52.439,187.875,6.34,0.96,-1.07
52.471,181,7.43,3.13,2.62
52.503,174.4375,10.27,0.91,-1.13
52.535,168,11.8,0.67,-4.91
52.567,161.6875,8.94,0.62,-4.96
52.599,155.6875,9.75,-0.44,-0.16
52.631,147.875,10.62,-0.2,-3.52
52.663,142.0625,4.28,-0.42,-3.38
52.695,136.125,9.54,1.37,1.06
52.727,130.125,3.76,3.35,0.92
52.76,124.1875,6.95,2.25,2.17
52.791,116.3125,10.38,0.26,0.47
52.823,110.5,8.85,1.59,0.34
52.855,104.6875,9.47,-0.23,1.15
52.887,99.375,3.6,-1.75,-3.08
52.92,95.25,3.43,-1.03,-0.5
52.952,90.875,3.51,-1.4,-0.32
52.984,87.8125,6.18,0.31,1.53
53.016,84.6875,4.91,-2.08,0.51
53.048,81.4375,5.14,-1.53,0.04
53.079,78.1875,2.63,-1.08,-1.98
53.112,73.875,6.06,-0.31,2.84
53.144,70.6875,0.72,0.01,1.56
53.176,67.4375,2.43,0.3,-2.08
53.208,64.0625,2.65,-0.79,-1.16
53.24,60.8125,8.38,-2.43,-5.59
53.271,56.5625,-1.15,0.24,4.48
53.304,53.3125,6.86,-0.41,-3.45
53.336,50,7.27,-0.49,-7.22
53.368,47.0625,2.84,2.37,4.57
53.4,45,0.55,0.72,2.34
53.432,43.6875,1.53,-1.26,-4.52
53.464,43.3125,1.33,-2.75,-3.43
53.495,43.125,1.09,0.28,5.94
53.527,43.0625,-0.76,-1.65,-3.31
53.559,43.0625,0.44,-1.36,-1.59
53.591,43,-0.89,-2.84,-1.01
53.623,42.875,0.28,3.01,-1.95
53.655,42.5,-0.01,4.97,-4.48
53.687,42.5,-0.49,6.23,-1.73
53.719,42.8125,-0.38,5.31,2.18
53.751,42.75,0.73,5.23,1.22
53.804,42.875,-0.1,2.46,-1.59
53.836,43.9375,-4.93,1.82,-2.18
53.868,46.4375,-5.64,0.33,-0.89
53.9,50.5625,-10.04,0.5,-0.11
53.952,55.8125,-9.31,2.09,3.29
53.984,68,-11.56,1.61,1.05
54.016,75.0625,-11.93,5.64,1.08
54.048,82.6875,-6,0.75,-5.64
54.08,91.5625,-9.03,3.15,-0.59
54.133,101.375,-10.8,-1.96,-0.49
54.165,121.625,-16.18,4.98,4.61
54.197,131.3125,-10.45,2.98,1.08
54.229,140.25,-11.33,1.14,0.02
54.261,148.4375,-9.56,-4.12,-2.55
54.313,155.375,0.59,-5.16,-1.32
54.345,158.1875,-0.85,-3.17,1.91
54.377,158.625,-0.25,-3.99,1.07
54.409,158.8125,-0.44,-2.98,2.27
54.441,158.9375,-0.18,-4.5,1.13
54.514,159.25,-0.3,-1.18,2.2
54.546,159.1875,1.09,-4.03,1.76
54.578,158.9375,-1.45,-1.78,-1.21
54.61,158.875,-1.51,-2.97,0.08
54.642,158.8125,0.59,-3.93,-2.29
54.674,158.75,-0.43,-3.92,0.12
54.706,158.6875,-0.5,6.97,-1.06
54.738,158.5625,-1.11,6.52,-0.36
54.77,158.375,0.73,4.18,1.73
54.802,158.1875,0.14,3.98,0.68
54.834,158.1875,-7.5,6.03,-0.15
54.866,160.75,-8.35,4.58,1.44
54.898,164.625,-3.46,6.26,5.65
54.93,169.625,-6.2,5.43,-0.33
54.962,175.25,-6.16,1.12,-0.89
54.995,183.1875,-6.16,-0.34,-1.79
55.027,189.5,-7.18,3.29,1.39
55.059,195.9375,-7.75,-5.4,0.05
55.09,202.375,-8.33,2.07,-0.49
55.123,209.25,-9.24,1.85,2.24
55.175,223.375,-11.68,6.35,3.17
55.207,230.6875,-9.86,0.15,0.36
55.238,238.125,-9.37,-3.17,-4
55.27,245.3125,2.36,-4.92,-0.17
55.302,252.3125,-8.42,-3.64,-0.05
55.355,258.5,-7.22,-1.28,-3.75
55.387,267.9375,-1.64,-3.99,-0.7
55.419,271.0625,-2.37,-2.9,0.38
55.451,273.625,-3.56,-2.63,1.77
55.483,275.9375,-3.58,-1.83,0.83
55.535,278.1875,-3.54,-1.91,0.44
55.567,282.875,-1.53,-4.77,-1.25
55.599,285.25,1.29,-4.78,-1.4
55.631,287.625,-2.39,-3.51,-0.37
55.663,290.125,-3.12,-4.19,-1.92
55.735,292.6875,-3.64,-2.42,-2.44
55.767,299.625,-5.31,-1.61,-1.96
55.799,302.375,-2.13,-2.02,-0.27
55.832,305.0625,-5.89,0.05,2.33
55.864,307.75,0.01,-3.44,-0.35
55.896,311.625,-4.48,2.64,5.38
55.927,314.3125,-11.47,-0.21,-4.32
55.96,317.375,-5.09,-1.79,-0.57
55.992,320.1875,-7.46,-2.98,-0.34
56.024,322.75,-3.24,-4.09,-2.56
56.056,326.4375,-5.41,-1.02,-0.99
56.088,329.25,-1.4,-0.43,-1.87
56.12,332.0625,-1.78,-1.63,-2.66
56.152,334.75,-6.02,2.94,0.68
56.184,337.4375,-5.45,0.78,1.96
56.256,340.125,-6.7,0.54,-1.1
56.288,347.4375,-2.68,-0.83,-1.24
56.32,350.125,2.8,1.32,4.53
56.352,352.8125,-4.14,-0.62,-0.33
56.384,355.4375,0.45,0.49,1.52
56.456,357.1875,2.49,0.83,1.75
56.489,354.9375,4.46,-1.88,-2.82
56.521,353.0625,3.72,0.39,1.9
56.552,351.25,0.28,-0.17,0.65
56.584,349.4375,3.69,-1.03,-2.29
56.637,347.6875,3.48,1.39,2.1
56.669,344.0625,-2.21,0.23,0.93
56.701,342.5625,5.42,-0.98,-2.31
56.733,340.5625,3.5,1.5,3.66
56.765,338.6875,4.29,1.6,3.54
56.817,336.1875,5.7,-1.54,-2.96
56.849,333.125,5.74,2.06,2.59
56.881,331.3125,2.1,0.05,-0.7
56.913,329.5625,0.32,-0.97,-1.22
56.945,327.5625,6.08,1.4,2.68
56.977,325.0625,6.52,1.76,1.31
57.009,323.375,2.96,0.21,-3.55
57.041,321.6875,0.65,1.17,3.75
57.073,319.875,1.79,-1.83,-3.45
57.105,318,2.73,-0.12,-2.11
57.157,316.25,5.56,-1.15,0.93
57.189,312.875,1.98,-0.79,-1.09
57.221,310.9375,3.98,0.73,-1.27
57.253,309.0625,4.36,1.51,-0.74
57.285,307.1875,2.23,0.48,2.14
57.358,305.125,5.03,-3.11,-5.85
57.39,300.75,10.31,2.54,4.14
57.422,299.125,6.67,0.67,-2.25
57.454,297.4375,4.71,-0.92,-1.5
57.486,295.8125,6.17,4.89,8.22
57.518,294.1875,1.27,-2.81,0.8
57.55,294.25,1.24,-1.13,3.98
57.582,294.75,-0.33,-2.43,-0.96
57.614,294.875,0.56,-1.33,-1.14
57.646,294.875,0.52,-1.64,1.43
57.678,294.9375,0.39,-0.15,3.68
57.71,294.875,0.6,-1.16,-1.1
57.742,294.8125,0.93,-0.95,-2.47
57.774,294.75,0.74,0.2,3.21
57.806,294.6875,0.3,-1.12,-3.02
57.838,294.75,0.25,1.07,4.04
57.91,294.5,9.76,5.39,-7.15
57.942,289.9375,9.6,5.07,-3.79
57.974,282.4375,8.56,-2.42,-0.13
58.006,276.0625,6.28,-1.54,-1.26
58.038,270.9375,9.05,2.85,3.51
58.111,259.8125,6.47,2.26,3.44
58.163,254.875,7.13,-1.27,-6.04
58.195,246.25,11.38,-1.11,-6.73
58.227,241.1875,11.02,-0.53,1.68
58.259,234.625,9.22,-0.05,-2.46
58.291,229.9375,11.05,0.28,1.54
58.324,225.3125,9.32,-1.4,-3.06
58.356,220.5,8.16,-0.96,-0.5
58.387,215.6875,1.61,-0.47,-0.81
58.419,211,7.43,1.27,-0.53
58.452,204.8125,8.91,0.64,-2.21
58.484,200.1875,7.59,0.5,1.68
58.516,195.4375,7.91,1.93,-0.01
58.548,190.75,6.61,-0.42,-3.13
58.62,186.6875,-1.09,-1.56,-3.09
58.652,182.75,-0.18,-3.23,2.92
58.684,182.4375,0.07,-2.8,1.93
58.716,182.3125,-0.48,-2.23,-0.23
58.748,182.1875,-0.16,-3.37,-1.93
58.82,182.125,-0.32,-3.28,0.95
58.852,181.875,-1.29,-3.84,-3.93
58.884,182.1875,0.67,-1.83,3.13
58.916,182.25,-0.49,-3.49,1.2
58.948,182.25,-0.39,-3.08,-3.25
59.021,182.25,-0.47,-1.84,-2.41
59.053,182.25,-0.12,-0.48,3.37
59.085,182.25,0.31,-1.42,-2.5
59.117,182.1875,1.14,-0.69,4.65
59.149,182.25,-0.82,-2.89,-2.17
59.181,182.25,-0.34,-1.84,1.3
59.214,182.25,-0.91,-2.22,-4.95
59.246,182.3125,-2.85,6.3,5.9
59.278,182.1875,2.32,5.64,-7.23
59.31,181.9375,-0.05,4.58,3.9
59.342,181.9375,0.27,8.05,4.89
59.374,181.875,-3.64,1.2,2.35
59.406,181.9375,0.76,0.96,2.59
59.439,182,-1.39,-0.97,6.9
59.471,181.8125,8.83,-0.68,-6.94
59.503,174.9375,6.43,-0.62,-0.71
59.535,168.3125,9.47,2.72,5.36
59.567,161.75,9.18,0.34,-0.32
59.599,155.5,8.32,0.45,2.24
59.631,149.4375,8.73,-0.14,-3.25
59.683,138,6.22,-1.01,-3.29
59.715,132.875,3.33,0.26,4.71
59.747,127.875,3.87,2.3,2.38
59.779,123.0625,4.37,5.08,7.12
59.811,118.0625,7.04,-0.7,0.03
59.843,111.4375,5.37,-1.08,-2.91
59.875,106.375,6.02,4.59,6.98
59.907,101.375,6.03,1.05,5.64
59.939,96.5,4.37,1.9,8.45
59.971,92,3.19,-0.27,3.61
60.044,80.75,4.98,-0.59,4.9
60.076,76.625,6.06,-0.29,-1.34
60.108,72.3125,4.08,-1.62,-6.74
60.14,67.9375,5.99,-1.47,-6.04
60.172,63.75,6.11,3.02,4.89
60.204,58.3125,5.14,0.69,-0.64
60.236,54.125,3.5,1.12,3.61
60.268,50,4.89,-2.62,-6.23
60.3,45.9375,8.82,-0.03,-3.54
60.332,41.875,3.54,-0.33,1.45
60.364,37.375,6.19,0.68,-0.58
60.396,33.6875,6.55,-0.96,-5.48
60.428,29.875,6.94,0.87,-2.03
60.46,26.125,6.6,-0.36,-5.27
60.492,22.25,5.12,-1.34,-1.95
60.544,14.5,3.91,-0.58,1.48
60.576,10.3125,5.22,2.45,3.37
60.609,6.25,-1.47,-3.17,-3.28
60.641,3.0625,3.26,-4.18,-8.47
60.673,0.5,8.9,-1.31,5.23
60.705,357.125,8.56,-2.55,-3.46
60.737,354.5,5.22,-2.92,-2.79
60.769,352.0625,6.68,-1.3,-1.45
60.801,349.5,1.86,2.03,8.47
60.833,347.375,0.12,-4.17,-2.09
60.865,346.5625,-0.05,-2.62,4.51
60.897,346.4375,1.13,-1.62,-3.77
60.929,346.3125,0.64,-1.05,4.84
60.961,346.1875,-0.1,-1.1,3.02
60.993,346.0625,0.19,-1.33,-3.31
61.045,346.4375,1.38,-1.5,-2.38
61.077,346.5,0.82,-0.54,2.41
61.109,346.5,-0.87,-1.84,1.1
61.141,346.375,0.14,-1.42,-2.69
61.173,346.5,-1.24,-0.62,0.5
61.245,354,-10.2,5.71,5.63
61.277,358.3125,-7.36,2.18,-5.26
61.31,2.5,-7.6,4.13,4.74
61.342,6.5625,-8.48,-2.27,-4.39
61.374,10.375,-4.77,0.83,2.09
61.406,15.1875,-6.05,-1.21,0.47
61.438,18.8125,-3.58,1.57,-1.03
61.47,22.5,-4.59,1.48,0.62
61.502,26.25,-6.97,0.02,1.18
61.534,29.9375,-5.1,0.87,-1.63
61.565,35,-6.13,0.03,0.41
61.597,38.75,-5.45,0.74,1.65
61.629,42.5625,-4.7,0.42,1.72
61.661,45.6875,-10.19,-0.16,-1.99
61.693,49.25,-5.48,3.85,2.72
61.745,56.5625,-9.76,0.73,-1.16
61.777,60.0625,-4.33,-0.53,-1.67
61.809,63.625,-4.18,2.87,1.84
61.841,67,-11.66,4.79,-0.91
61.873,70.5,-10.97,-2.96,-2.1
61.946,79.5625,-7.14,2.49,1.16
61.978,82.875,-8.85,0.65,-0.72
62.01,86.4375,-6.19,-0.21,1.85
62.042,89.6875,-8.7,2.52,0.68
62.074,93,-8.4,0.55,1.26
62.106,97.375,-2.73,1.05,0.33
62.138,100.5625,-4.1,0.99,-1.39
62.17,103.75,-4.7,1.72,2.16
62.202,106.3125,-5.92,1.27,1.09
62.234,107.6875,-1.57,-2.12,1.61
62.287,108.125,-0.2,-2.55,-1.78
62.319,108.25,-0.35,-2.4,-1.21
62.351,108.375,0.23,-3.25,-1.9
62.382,108.375,0.82,-0.65,2.5
62.415,108.0625,-2.19,-1.58,-1.51
62.447,107.875,-0.22,-0.59,2.94
62.479,107.875,-2.04,-1.32,-1.23
62.511,107.875,5.08,2.18,0.5
62.543,107.125,1.92,3.35,-3.55
62.575,104.9375,5.61,-1.28,-5.26
62.607,99.4375,5.63,-0.05,-3.86
62.639,94.625,2.24,2.23,4.08
62.671,89.25,2.72,6.15,6.24
62.703,83,9.14,1.12,-2.24
62.735,75.6875,11.49,3.36,-0.27
62.787,60.25,7.44,-1.94,-5.64
62.819,52.6875,7.17,3.69,1.68
62.851,45.75,1.65,6.74,2.93
62.883,38.8125,0.38,1.24,1.31
62.915,31.9375,10.28,3.34,-1.8
62.988,14.1875,6.42,-1.14,-2.87
63.02,8.3125,0.68,-1.23,1.45
63.052,4.1875,-0.17,-0.43,1.26
63.084,2,-0.03,-0.23,2.3
63.116,1.0625,-0.42,-2.9,-2.72
63.148,0.5625,0.05,-3.08,-1.45
63.18,0.5625,-8.16,-3.63,-5.19
63.212,2.75,-3.64,5.11,5.27
63.244,8.5,-13.42,-0.79,-6.5
63.276,15,-6.71,-1.87,-1.99
63.328,28.375,-7.74,0.35,-2.72
63.36,34.75,-9.69,3.86,4.64
63.392,40.875,-9.13,11.14,8.01
63.424,47.375,-8.19,0.33,-4.2
63.456,54.625,-10.61,2.39,-4.36
63.488,65.125,-16.54,2.13,-3.98
63.52,72.8125,-11.58,-0.29,-2.1
63.552,80.25,-2.47,-3.84,-2.58
63.584,86.5625,-12.44,0.58,3.97
63.616,92.875,-5.38,-1.12,-7.82
63.668,97.625,-9.95,4.16,1.51
63.7,107.9375,-8.64,-0.35,-0.34
63.732,113.875,-7.18,-1.08,1.55
63.764,120.125,-10.89,2.57,1.6
63.796,126.625,-7.82,-1.24,-2.44
63.828,133.125,-11.05,-5.6,-7.64
63.86,141.5625,-8,0.11,0.5
63.892,147.6875,-10.69,0.45,3.83
63.924,153.9375,-9.96,-0.8,-1.08
63.956,160,-8.05,-1.23,2.07
64.029,165.375,-8.37,-2.82,-4.1
64.061,178.75,-3.13,0.94,0.83
64.093,183.125,-4.5,1.45,-0.69
64.125,187.5625,-7.23,0.75,0.27
64.157,191.5625,-6.85,0.23,0.68
64.189,196.625,-7.21,-2.14,-1.64
64.221,200.5625,-6.97,-0.75,-1.55
64.253,204.5625,-5.33,0.57,-0.87
64.285,208.8125,-4.49,-2.53,-1.78
64.317,213,-4.21,-3.4,-2.14
64.39,223.6875,-2.2,-1.54,-0.49
64.422,227.5625,-1.2,-0.92,-1.66
64.454,230.75,-0.72,-2.36,0.97
64.486,232.8125,3.24,-5.15,-5.19
64.518,234,-1.8,-2,0.26
64.591,234.875,0,-2.1,-1.82
64.623,235.0625,0.79,-4.5,-4.07
64.655,235.1875,-2.1,-1.42,1.66
64.687,235,2.07,-1.31,5.11
64.719,234.6875,1.15,-3.45,-4.44
64.751,234.6875,-0.65,-2.94,-0.66
64.783,234.5625,2.05,0.19,5.69
64.815,234.5,-1.21,0.34,6.65
64.847,234.5625,7.12,-2.87,-2.1
64.879,234.125,-0.86,-0.8,3.8
64.911,234.25,-0.41,-2.8,-2.39
64.943,234.625,1.94,-3.34,-6.1
64.975,234.875,-1.18,-3.39,2.96
65.007,234.9375,0.62,-2.65,-2.86
65.039,235,0.47,-2.79,-3.81
65.071,235.0625,1.36,-1.6,-2.84
65.103,235.0625,-0.98,-2.48,1.86
65.135,234.9375,0.13,-2.98,-3.75
65.167,234.8125,2.03,1.88,0.38
65.199,234.6875,0.66,-2.27,-3.31
65.252,234.6875,-0.62,-1.77,1.66
65.284,234.75,0.84,-3.31,-2.03
65.316,234.75,-0.35,-1.48,1.23
65.348,234.75,0.89,-3.32,-3.18
65.38,234.75,0.65,-2.25,-5.62
65.452,234.6875,0.24,-3.83,-2.51
65.484,234.6875,-0.55,0.28,4.9
65.516,234.625,6.44,-1.86,-6.39
65.548,232.9375,5.32,1.93,3.24
65.58,229.375,8.46,2.5,2.68
65.612,223.875,8.75,1.14,-3.63
65.644,219.875,10.65,2.24,-2.06
65.676,216.125,4.18,0.7,1.65
65.708,212.4375,6.39,1.52,-2.86
65.74,208.625,6.86,0.42,2.97
65.792,201.1875,9.49,-0.27,-3.72
65.825,197.5,4.86,0.69,1.69
65.857,193.8125,7.64,-1.6,-3.81
65.889,190.1875,8.88,1.05,0.07
65.921,186.1875,5.47,2.4,3.46
65.973,174.3125,12.61,0.34,-4.55
66.005,167.4375,10.46,2.68,1.5
66.037,160.8125,12.61,2.21,-0.68
66.069,154.5,11.22,1.57,-4.72
66.101,148.5,10.55,0.83,-5.03
66.153,136.75,8.92,3.22,2.32
66.185,130.625,6.11,-0.72,-1.4
66.217,124.5625,8.55,-0.08,-4.55
66.249,118.5625,9.48,0.04,-4.44
66.281,112.5625,8.12,-2.39,-1.15
66.353,97.125,5.09,-0.3,-2.08
66.386,92.9375,2.49,-2.01,0.63
66.417,89.6875,0.14,-0.11,-0.17
66.449,86.625,3.69,0.41,-2.03
66.481,83.5,2.13,-0.33,-1.32
66.554,74.6875,3.04,0.04,-0.09
66.586,71.4375,4.22,1.5,-1.03
66.618,68.25,5.4,1.01,4.25
66.65,64.9375,2.01,0.63,-0.28
66.702,61.5,6.83,0.31,-2.5
66.735,55.0625,1.14,-1.6,-5.6
66.767,51.8125,6.57,3,4.09
66.798,48.5,4.42,1.53,3.81
66.831,45.4375,3.67,-0.12,-5.89
66.883,42.875,0.71,-3.02,-5.06
66.915,41.6875,-0.23,1.22,5.7
66.947,41.5625,-0.84,-2.02,-0.7
66.979,41.5,-0.02,-2.47,-3.05
67.011,41.3125,-0.39,-1.32,-1.05
67.043,41.1875,-0.35,-0.32,-2.39
67.075,41.125,0.07,-0.9,-2.34
67.107,41.0625,-0.08,0.94,-0.05
67.139,40.8125,-1.27,4.8,0.1
67.171,40.875,1.15,4.42,-0.25
67.202,40.9375,-0.09,6.05,-1.2
67.255,41.6875,-5.43,6.13,-2.68
67.287,43.4375,-5.45,2.03,-1.75
67.318,47.1875,-4.3,-5.01,-0.52
67.35,52.25,-6.68,-0.78,0.47
67.382,58.125,-7.01,-2.37,-2.33
67.414,66.8125,-5.5,8.05,0.45
67.447,74.1875,-11.82,4.32,1.78
67.479,82.1875,-6.5,-7.38,-9.73
